scientific_name,sra_accession,mag_file,tax_id,mag_name
uncultured Agrobacterium sp.,ERS6627329,uncultured_Agrobacterium_sp._ERS6627329.fasta,157277,uncultured_Agrobacterium_sp._ERS6627329
uncultured Sphingobacterium sp.,ERS6626789,uncultured_Sphingobacterium_sp._ERS6626789.fasta,182688,uncultured_Sphingobacterium_sp._ERS6626789
uncultured Naasia sp.,ERS6627270,uncultured_Naasia_sp._ERS6627270.fasta,1805779,uncultured_Naasia_sp._ERS6627270
uncultured Empedobacter sp.,ERS6627289,uncultured_Empedobacter_sp._ERS6627289.fasta,410844,uncultured_Empedobacter_sp._ERS6627289
uncultured Sphingobacterium sp.,ERS6626939,uncultured_Sphingobacterium_sp._ERS6626939.fasta,182688,uncultured_Sphingobacterium_sp._ERS6626939
uncultured Brevundimonas sp.,ERS6626974,uncultured_Brevundimonas_sp._ERS6626974.fasta,213418,uncultured_Brevundimonas_sp._ERS6626974
uncultured Leucobacter sp.,ERS6627345,uncultured_Leucobacter_sp._ERS6627345.fasta,367516,uncultured_Leucobacter_sp._ERS6627345
uncultured Pantoea sp.,ERS6626902,uncultured_Pantoea_sp._ERS6626902.fasta,218084,uncultured_Pantoea_sp._ERS6626902
uncultured Variovorax sp.,ERS6627246,uncultured_Variovorax_sp._ERS6627246.fasta,114708,uncultured_Variovorax_sp._ERS6627246
uncultured Pseudomonas sp.,ERS6626934,uncultured_Pseudomonas_sp._ERS6626934.fasta,114707,uncultured_Pseudomonas_sp._ERS6626934
uncultured Pseudomonas sp.,ERS6627245,uncultured_Pseudomonas_sp._ERS6627245.fasta,114707,uncultured_Pseudomonas_sp._ERS6627245
uncultured Pseudomonas sp.,ERS6627273,uncultured_Pseudomonas_sp._ERS6627273.fasta,114707,uncultured_Pseudomonas_sp._ERS6627273
uncultured Deinococcus sp.,ERS6626837,uncultured_Deinococcus_sp._ERS6626837.fasta,158789,uncultured_Deinococcus_sp._ERS6626837
uncultured Microbacterium sp.,ERS6626964,uncultured_Microbacterium_sp._ERS6626964.fasta,191216,uncultured_Microbacterium_sp._ERS6626964
uncultured Acinetobacter sp.,ERS6627024,uncultured_Acinetobacter_sp._ERS6627024.fasta,165433,uncultured_Acinetobacter_sp._ERS6627024
uncultured Chryseobacterium sp.,ERS6627338,uncultured_Chryseobacterium_sp._ERS6627338.fasta,259322,uncultured_Chryseobacterium_sp._ERS6627338
uncultured Pantoea sp.,ERS6627332,uncultured_Pantoea_sp._ERS6627332.fasta,218084,uncultured_Pantoea_sp._ERS6627332
uncultured Sphingomonas sp.,ERS6626831,uncultured_Sphingomonas_sp._ERS6626831.fasta,158754,uncultured_Sphingomonas_sp._ERS6626831
uncultured Pseudomonas sp.,ERS6627014,uncultured_Pseudomonas_sp._ERS6627014.fasta,114707,uncultured_Pseudomonas_sp._ERS6627014
uncultured Acinetobacter sp.,ERS6626830,uncultured_Acinetobacter_sp._ERS6626830.fasta,165433,uncultured_Acinetobacter_sp._ERS6626830
uncultured Sphingomonas sp.,ERS6626871,uncultured_Sphingomonas_sp._ERS6626871.fasta,158754,uncultured_Sphingomonas_sp._ERS6626871
uncultured Sphingomonas sp.,ERS6626870,uncultured_Sphingomonas_sp._ERS6626870.fasta,158754,uncultured_Sphingomonas_sp._ERS6626870
uncultured Sphingomonas sp.,ERS6626938,uncultured_Sphingomonas_sp._ERS6626938.fasta,158754,uncultured_Sphingomonas_sp._ERS6626938
uncultured Novosphingobium sp.,ERS6626887,uncultured_Novosphingobium_sp._ERS6626887.fasta,292277,uncultured_Novosphingobium_sp._ERS6626887
uncultured Sphingobium sp.,ERS6626960,uncultured_Sphingobium_sp._ERS6626960.fasta,316087,uncultured_Sphingobium_sp._ERS6626960
uncultured Novosphingobium sp.,ERS6626886,uncultured_Novosphingobium_sp._ERS6626886.fasta,292277,uncultured_Novosphingobium_sp._ERS6626886
uncultured Microbacterium sp.,ERS6627311,uncultured_Microbacterium_sp._ERS6627311.fasta,191216,uncultured_Microbacterium_sp._ERS6627311
uncultured Naasia sp.,ERS6627328,uncultured_Naasia_sp._ERS6627328.fasta,1805779,uncultured_Naasia_sp._ERS6627328
uncultured Mucilaginibacter sp.,ERS6626981,uncultured_Mucilaginibacter_sp._ERS6626981.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626981
uncultured Agrobacterium sp.,ERS6626959,uncultured_Agrobacterium_sp._ERS6626959.fasta,157277,uncultured_Agrobacterium_sp._ERS6626959
uncultured Pseudomonas sp.,ERS6626885,uncultured_Pseudomonas_sp._ERS6626885.fasta,114707,uncultured_Pseudomonas_sp._ERS6626885
uncultured Deinococcus sp.,ERS6627282,uncultured_Deinococcus_sp._ERS6627282.fasta,158789,uncultured_Deinococcus_sp._ERS6627282
uncultured Deinococcus sp.,ERS6626797,uncultured_Deinococcus_sp._ERS6626797.fasta,158789,uncultured_Deinococcus_sp._ERS6626797
uncultured Microbacterium sp.,ERS6627019,uncultured_Microbacterium_sp._ERS6627019.fasta,191216,uncultured_Microbacterium_sp._ERS6627019
uncultured Enterobacter sp.,ERS6626992,uncultured_Enterobacter_sp._ERS6626992.fasta,238202,uncultured_Enterobacter_sp._ERS6626992
uncultured Curtobacterium sp.,ERS6626869,uncultured_Curtobacterium_sp._ERS6626869.fasta,331964,uncultured_Curtobacterium_sp._ERS6626869
uncultured Microbacterium sp.,ERS6626806,uncultured_Microbacterium_sp._ERS6626806.fasta,191216,uncultured_Microbacterium_sp._ERS6626806
uncultured Xanthomonas sp.,ERS6626848,uncultured_Xanthomonas_sp._ERS6626848.fasta,152831,uncultured_Xanthomonas_sp._ERS6626848
uncultured Acidovorax sp.,ERS6626841,uncultured_Acidovorax_sp._ERS6626841.fasta,158751,uncultured_Acidovorax_sp._ERS6626841
Rhizobiaceae bacterium,ERS6626796,Rhizobiaceae_bacterium_ERS6626796.fasta,1913961,Rhizobiaceae_bacterium_ERS6626796
uncultured Novosphingobium sp.,ERS6626829,uncultured_Novosphingobium_sp._ERS6626829.fasta,292277,uncultured_Novosphingobium_sp._ERS6626829
uncultured Naasia sp.,ERS6627002,uncultured_Naasia_sp._ERS6627002.fasta,1805779,uncultured_Naasia_sp._ERS6627002
uncultured Curtobacterium sp.,ERS6626884,uncultured_Curtobacterium_sp._ERS6626884.fasta,331964,uncultured_Curtobacterium_sp._ERS6626884
uncultured Xanthomonas sp.,ERS6626836,uncultured_Xanthomonas_sp._ERS6626836.fasta,152831,uncultured_Xanthomonas_sp._ERS6626836
