scientific_name,sra_accession,mag_file,tax_id,mag_name
uncultured Agrobacterium sp.,ERS6626984,uncultured_Agrobacterium_sp._ERS6626984.fasta,157277,uncultured_Agrobacterium_sp._ERS6626984
uncultured Spirosoma sp.,ERS6626983,uncultured_Spirosoma_sp._ERS6626983.fasta,278208,uncultured_Spirosoma_sp._ERS6626983
uncultured Paenibacillus sp.,ERS6626844,uncultured_Paenibacillus_sp._ERS6626844.fasta,227322,uncultured_Paenibacillus_sp._ERS6626844
uncultured Spirosoma sp.,ERS6626982,uncultured_Spirosoma_sp._ERS6626982.fasta,278208,uncultured_Spirosoma_sp._ERS6626982
uncultured Mucilaginibacter sp.,ERS6626962,uncultured_Mucilaginibacter_sp._ERS6626962.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626962
uncultured Exiguobacterium sp.,ERS6626773,uncultured_Exiguobacterium_sp._ERS6626773.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626773
uncultured Chryseobacterium sp.,ERS6626928,uncultured_Chryseobacterium_sp._ERS6626928.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626928
uncultured Naasia sp.,ERS6626864,uncultured_Naasia_sp._ERS6626864.fasta,1805779,uncultured_Naasia_sp._ERS6626864
uncultured Chryseobacterium sp.,ERS6626863,uncultured_Chryseobacterium_sp._ERS6626863.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626863
uncultured Hymenobacter sp.,ERS6626935,uncultured_Hymenobacter_sp._ERS6626935.fasta,170016,uncultured_Hymenobacter_sp._ERS6626935
uncultured Curtobacterium sp.,ERS6626897,uncultured_Curtobacterium_sp._ERS6626897.fasta,331964,uncultured_Curtobacterium_sp._ERS6626897
uncultured Curtobacterium sp.,ERS6626875,uncultured_Curtobacterium_sp._ERS6626875.fasta,331964,uncultured_Curtobacterium_sp._ERS6626875
uncultured Devosia sp.,ERS6626765,uncultured_Devosia_sp._ERS6626765.fasta,211434,uncultured_Devosia_sp._ERS6626765
uncultured Paenibacillus sp.,ERS6626896,uncultured_Paenibacillus_sp._ERS6626896.fasta,227322,uncultured_Paenibacillus_sp._ERS6626896
uncultured Novosphingobium sp.,ERS6626895,uncultured_Novosphingobium_sp._ERS6626895.fasta,292277,uncultured_Novosphingobium_sp._ERS6626895
uncultured Chryseobacterium sp.,ERS6626817,uncultured_Chryseobacterium_sp._ERS6626817.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626817
uncultured Mucilaginibacter sp.,ERS6626894,uncultured_Mucilaginibacter_sp._ERS6626894.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626894
uncultured Mucilaginibacter sp.,ERS6626791,uncultured_Mucilaginibacter_sp._ERS6626791.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626791
uncultured Mucilaginibacter sp.,ERS6626764,uncultured_Mucilaginibacter_sp._ERS6626764.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626764
uncultured Epilithonimonas sp.,ERS6626874,uncultured_Epilithonimonas_sp._ERS6626874.fasta,259322,uncultured_Epilithonimonas_sp._ERS6626874
uncultured Paenibacillus sp.,ERS6627333,uncultured_Paenibacillus_sp._ERS6627333.fasta,227322,uncultured_Paenibacillus_sp._ERS6627333
uncultured Flavobacterium sp.,ERS6626951,uncultured_Flavobacterium_sp._ERS6626951.fasta,165435,uncultured_Flavobacterium_sp._ERS6626951
Patescibacteria group bacterium,ERS6626790,Patescibacteria_group_bacterium_ERS6626790.fasta,2052139,Patescibacteria_group_bacterium_ERS6626790
uncultured Spirosoma sp.,ERS6626804,uncultured_Spirosoma_sp._ERS6626804.fasta,278208,uncultured_Spirosoma_sp._ERS6626804
uncultured Agrobacterium sp.,ERS6627249,uncultured_Agrobacterium_sp._ERS6627249.fasta,157277,uncultured_Agrobacterium_sp._ERS6627249
uncultured Flavobacterium sp.,ERS6626763,uncultured_Flavobacterium_sp._ERS6626763.fasta,165435,uncultured_Flavobacterium_sp._ERS6626763
uncultured Agrobacterium sp.,ERS6627285,uncultured_Agrobacterium_sp._ERS6627285.fasta,157277,uncultured_Agrobacterium_sp._ERS6627285
uncultured Xanthomonas sp.,ERS6626859,uncultured_Xanthomonas_sp._ERS6626859.fasta,152831,uncultured_Xanthomonas_sp._ERS6626859
uncultured Sphingomonas sp.,ERS6626927,uncultured_Sphingomonas_sp._ERS6626927.fasta,158754,uncultured_Sphingomonas_sp._ERS6626927
uncultured Spirosoma sp.,ERS6626772,uncultured_Spirosoma_sp._ERS6626772.fasta,278208,uncultured_Spirosoma_sp._ERS6626772
uncultured Mucilaginibacter sp.,ERS6626931,uncultured_Mucilaginibacter_sp._ERS6626931.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626931
uncultured Mucilaginibacter sp.,ERS6627290,uncultured_Mucilaginibacter_sp._ERS6627290.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6627290
uncultured Novosphingobium sp.,ERS6626893,uncultured_Novosphingobium_sp._ERS6626893.fasta,292277,uncultured_Novosphingobium_sp._ERS6626893
uncultured Curtobacterium sp.,ERS6626862,uncultured_Curtobacterium_sp._ERS6626862.fasta,331964,uncultured_Curtobacterium_sp._ERS6626862
uncultured Cystobacter sp.,ERS6626771,uncultured_Cystobacter_sp._ERS6626771.fasta,412043,uncultured_Cystobacter_sp._ERS6626771
uncultured Acinetobacter sp.,ERS6626800,uncultured_Acinetobacter_sp._ERS6626800.fasta,165433,uncultured_Acinetobacter_sp._ERS6626800
uncultured Acinetobacter sp.,ERS6626912,uncultured_Acinetobacter_sp._ERS6626912.fasta,165433,uncultured_Acinetobacter_sp._ERS6626912
uncultured Acinetobacter sp.,ERS6626816,uncultured_Acinetobacter_sp._ERS6626816.fasta,165433,uncultured_Acinetobacter_sp._ERS6626816
Bdellovibrionaceae bacterium,ERS6626826,Bdellovibrionaceae_bacterium_ERS6626826.fasta,2026715,Bdellovibrionaceae_bacterium_ERS6626826
uncultured Mucilaginibacter sp.,ERS6626803,uncultured_Mucilaginibacter_sp._ERS6626803.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626803
uncultured Paenibacillus sp.,ERS6626855,uncultured_Paenibacillus_sp._ERS6626855.fasta,227322,uncultured_Paenibacillus_sp._ERS6626855
uncultured Spirosoma sp.,ERS6626892,uncultured_Spirosoma_sp._ERS6626892.fasta,278208,uncultured_Spirosoma_sp._ERS6626892
uncultured Spirosoma sp.,ERS6626891,uncultured_Spirosoma_sp._ERS6626891.fasta,278208,uncultured_Spirosoma_sp._ERS6626891
uncultured Spirosoma sp.,ERS6626890,uncultured_Spirosoma_sp._ERS6626890.fasta,278208,uncultured_Spirosoma_sp._ERS6626890
uncultured Acinetobacter sp.,ERS6626926,uncultured_Acinetobacter_sp._ERS6626926.fasta,165433,uncultured_Acinetobacter_sp._ERS6626926
uncultured Acinetobacter sp.,ERS6626777,uncultured_Acinetobacter_sp._ERS6626777.fasta,165433,uncultured_Acinetobacter_sp._ERS6626777
uncultured Chryseobacterium sp.,ERS6626776,uncultured_Chryseobacterium_sp._ERS6626776.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626776
uncultured Paenibacillus sp.,ERS6626843,uncultured_Paenibacillus_sp._ERS6626843.fasta,227322,uncultured_Paenibacillus_sp._ERS6626843
uncultured Pedobacter sp.,ERS6626930,uncultured_Pedobacter_sp._ERS6626930.fasta,246139,uncultured_Pedobacter_sp._ERS6626930
uncultured Exiguobacterium sp.,ERS6627327,uncultured_Exiguobacterium_sp._ERS6627327.fasta,202669,uncultured_Exiguobacterium_sp._ERS6627327
uncultured Brevundimonas sp.,ERS6626970,uncultured_Brevundimonas_sp._ERS6626970.fasta,213418,uncultured_Brevundimonas_sp._ERS6626970
uncultured Mucilaginibacter sp.,ERS6626972,uncultured_Mucilaginibacter_sp._ERS6626972.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626972
uncultured Acinetobacter sp.,ERS6626945,uncultured_Acinetobacter_sp._ERS6626945.fasta,165433,uncultured_Acinetobacter_sp._ERS6626945
uncultured Paenibacillus sp.,ERS6627253,uncultured_Paenibacillus_sp._ERS6627253.fasta,227322,uncultured_Paenibacillus_sp._ERS6627253
uncultured Acidovorax sp.,ERS6626889,uncultured_Acidovorax_sp._ERS6626889.fasta,158751,uncultured_Acidovorax_sp._ERS6626889
Chitinophagaceae bacterium,ERS6626975,Chitinophagaceae_bacterium_ERS6626975.fasta,1869212,Chitinophagaceae_bacterium_ERS6626975
uncultured Brevundimonas sp.,ERS6626922,uncultured_Brevundimonas_sp._ERS6626922.fasta,213418,uncultured_Brevundimonas_sp._ERS6626922
uncultured Acinetobacter sp.,ERS6626858,uncultured_Acinetobacter_sp._ERS6626858.fasta,165433,uncultured_Acinetobacter_sp._ERS6626858
uncultured Mucilaginibacter sp.,ERS6626762,uncultured_Mucilaginibacter_sp._ERS6626762.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626762
uncultured Spirosoma sp.,ERS6626815,uncultured_Spirosoma_sp._ERS6626815.fasta,278208,uncultured_Spirosoma_sp._ERS6626815
uncultured Chryseobacterium sp.,ERS6626770,uncultured_Chryseobacterium_sp._ERS6626770.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626770
uncultured Chryseobacterium sp.,ERS6626907,uncultured_Chryseobacterium_sp._ERS6626907.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626907
uncultured Novosphingobium sp.,ERS6626854,uncultured_Novosphingobium_sp._ERS6626854.fasta,292277,uncultured_Novosphingobium_sp._ERS6626854
uncultured Enterococcus sp.,ERS6626994,uncultured_Enterococcus_sp._ERS6626994.fasta,167972,uncultured_Enterococcus_sp._ERS6626994
uncultured Pseudomonas sp.,ERS6627025,uncultured_Pseudomonas_sp._ERS6627025.fasta,114707,uncultured_Pseudomonas_sp._ERS6627025
uncultured Mucilaginibacter sp.,ERS6626873,uncultured_Mucilaginibacter_sp._ERS6626873.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626873
uncultured Microbacterium sp.,ERS6626906,uncultured_Microbacterium_sp._ERS6626906.fasta,191216,uncultured_Microbacterium_sp._ERS6626906
Candidatus Sericytochromatia bacterium,ERS6626968,Candidatus_Sericytochromatia_bacterium_ERS6626968.fasta,2762020,Candidatus_Sericytochromatia_bacterium_ERS6626968
uncultured Chryseobacterium sp.,ERS6627296,uncultured_Chryseobacterium_sp._ERS6627296.fasta,259322,uncultured_Chryseobacterium_sp._ERS6627296
uncultured Mucilaginibacter sp.,ERS6626799,uncultured_Mucilaginibacter_sp._ERS6626799.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626799
uncultured Pseudomonas sp.,ERS6626921,uncultured_Pseudomonas_sp._ERS6626921.fasta,114707,uncultured_Pseudomonas_sp._ERS6626921
uncultured Chryseobacterium sp.,ERS6626967,uncultured_Chryseobacterium_sp._ERS6626967.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626967
uncultured Sphingomonas sp.,ERS6626872,uncultured_Sphingomonas_sp._ERS6626872.fasta,158754,uncultured_Sphingomonas_sp._ERS6626872
uncultured Paenibacillus sp.,ERS6626905,uncultured_Paenibacillus_sp._ERS6626905.fasta,227322,uncultured_Paenibacillus_sp._ERS6626905
uncultured Paenibacillus sp.,ERS6626842,uncultured_Paenibacillus_sp._ERS6626842.fasta,227322,uncultured_Paenibacillus_sp._ERS6626842
uncultured Sphingomonas sp.,ERS6626911,uncultured_Sphingomonas_sp._ERS6626911.fasta,158754,uncultured_Sphingomonas_sp._ERS6626911
uncultured Sphingomonas sp.,ERS6626904,uncultured_Sphingomonas_sp._ERS6626904.fasta,158754,uncultured_Sphingomonas_sp._ERS6626904
uncultured Paenibacillus sp.,ERS6627323,uncultured_Paenibacillus_sp._ERS6627323.fasta,227322,uncultured_Paenibacillus_sp._ERS6627323
uncultured Acinetobacter sp.,ERS6626761,uncultured_Acinetobacter_sp._ERS6626761.fasta,165433,uncultured_Acinetobacter_sp._ERS6626761
uncultured Pedobacter sp.,ERS6626944,uncultured_Pedobacter_sp._ERS6626944.fasta,246139,uncultured_Pedobacter_sp._ERS6626944
uncultured Spirosoma sp.,ERS6626995,uncultured_Spirosoma_sp._ERS6626995.fasta,278208,uncultured_Spirosoma_sp._ERS6626995
uncultured Spirosoma sp.,ERS6627011,uncultured_Spirosoma_sp._ERS6627011.fasta,278208,uncultured_Spirosoma_sp._ERS6627011
uncultured Spirosoma sp.,ERS6626782,uncultured_Spirosoma_sp._ERS6626782.fasta,278208,uncultured_Spirosoma_sp._ERS6626782
uncultured Mucilaginibacter sp.,ERS6626923,uncultured_Mucilaginibacter_sp._ERS6626923.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6626923
uncultured Pantoea sp.,ERS6627004,uncultured_Pantoea_sp._ERS6627004.fasta,218084,uncultured_Pantoea_sp._ERS6627004
uncultured Ochrobactrum sp.,ERS6627020,uncultured_Ochrobactrum_sp._ERS6627020.fasta,267632,uncultured_Ochrobactrum_sp._ERS6627020
uncultured Stenotrophomonas sp.,ERS6627254,uncultured_Stenotrophomonas_sp._ERS6627254.fasta,165438,uncultured_Stenotrophomonas_sp._ERS6627254
uncultured Novosphingobium sp.,ERS6626865,uncultured_Novosphingobium_sp._ERS6626865.fasta,292277,uncultured_Novosphingobium_sp._ERS6626865
uncultured Exiguobacterium sp.,ERS6626986,uncultured_Exiguobacterium_sp._ERS6626986.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626986
uncultured Exiguobacterium sp.,ERS6626812,uncultured_Exiguobacterium_sp._ERS6626812.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626812
uncultured Agrobacterium sp.,ERS6626766,uncultured_Agrobacterium_sp._ERS6626766.fasta,157277,uncultured_Agrobacterium_sp._ERS6626766
uncultured Deinococcus sp.,ERS6626820,uncultured_Deinococcus_sp._ERS6626820.fasta,158789,uncultured_Deinococcus_sp._ERS6626820
uncultured Agrobacterium sp.,ERS6626908,uncultured_Agrobacterium_sp._ERS6626908.fasta,157277,uncultured_Agrobacterium_sp._ERS6626908
uncultured Novosphingobium sp.,ERS6626775,uncultured_Novosphingobium_sp._ERS6626775.fasta,292277,uncultured_Novosphingobium_sp._ERS6626775
uncultured Mucilaginibacter sp.,ERS6627266,uncultured_Mucilaginibacter_sp._ERS6627266.fasta,797541,uncultured_Mucilaginibacter_sp._ERS6627266
uncultured Spirosoma sp.,ERS6626985,uncultured_Spirosoma_sp._ERS6626985.fasta,278208,uncultured_Spirosoma_sp._ERS6626985
uncultured Acinetobacter sp.,ERS6627286,uncultured_Acinetobacter_sp._ERS6627286.fasta,165433,uncultured_Acinetobacter_sp._ERS6627286
uncultured Exiguobacterium sp.,ERS6626879,uncultured_Exiguobacterium_sp._ERS6626879.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626879
uncultured Curtobacterium sp.,ERS6626878,uncultured_Curtobacterium_sp._ERS6626878.fasta,331964,uncultured_Curtobacterium_sp._ERS6626878
uncultured Exiguobacterium sp.,ERS6626877,uncultured_Exiguobacterium_sp._ERS6626877.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626877
uncultured Sphingomonas sp.,ERS6626774,uncultured_Sphingomonas_sp._ERS6626774.fasta,158754,uncultured_Sphingomonas_sp._ERS6626774
uncultured Chryseobacterium sp.,ERS6626898,uncultured_Chryseobacterium_sp._ERS6626898.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626898
uncultured Sphingomonas sp.,ERS6626856,uncultured_Sphingomonas_sp._ERS6626856.fasta,158754,uncultured_Sphingomonas_sp._ERS6626856
uncultured Sphingomonas sp.,ERS6626876,uncultured_Sphingomonas_sp._ERS6626876.fasta,158754,uncultured_Sphingomonas_sp._ERS6626876
uncultured Chryseobacterium sp.,ERS6626996,uncultured_Chryseobacterium_sp._ERS6626996.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626996
uncultured Agrobacterium sp.,ERS6626792,uncultured_Agrobacterium_sp._ERS6626792.fasta,157277,uncultured_Agrobacterium_sp._ERS6626792
uncultured Enterobacter sp.,ERS6626660,uncultured_Enterobacter_sp._ERS6626660.fasta,238202,uncultured_Enterobacter_sp._ERS6626660
uncultured Agrobacterium sp.,ERS6626666,uncultured_Agrobacterium_sp._ERS6626666.fasta,157277,uncultured_Agrobacterium_sp._ERS6626666
uncultured Pseudomonas sp.,ERS6626710,uncultured_Pseudomonas_sp._ERS6626710.fasta,114707,uncultured_Pseudomonas_sp._ERS6626710
uncultured Pantoea sp.,ERS6626623,uncultured_Pantoea_sp._ERS6626623.fasta,218084,uncultured_Pantoea_sp._ERS6626623
uncultured Comamonas sp.,ERS6626630,uncultured_Comamonas_sp._ERS6626630.fasta,114710,uncultured_Comamonas_sp._ERS6626630
uncultured Acidovorax sp.,ERS6626607,uncultured_Acidovorax_sp._ERS6626607.fasta,158751,uncultured_Acidovorax_sp._ERS6626607
uncultured Pseudomonas sp.,ERS6626639,uncultured_Pseudomonas_sp._ERS6626639.fasta,114707,uncultured_Pseudomonas_sp._ERS6626639
uncultured Klebsiella sp.,ERS6626628,uncultured_Klebsiella_sp._ERS6626628.fasta,284011,uncultured_Klebsiella_sp._ERS6626628
uncultured Paenibacillus sp.,ERS6626698,uncultured_Paenibacillus_sp._ERS6626698.fasta,227322,uncultured_Paenibacillus_sp._ERS6626698
uncultured Chryseobacterium sp.,ERS6626742,uncultured_Chryseobacterium_sp._ERS6626742.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626742
uncultured Massilia sp.,ERS6626633,uncultured_Massilia_sp._ERS6626633.fasta,169973,uncultured_Massilia_sp._ERS6626633
uncultured Stenotrophomonas sp.,ERS6626727,uncultured_Stenotrophomonas_sp._ERS6626727.fasta,165438,uncultured_Stenotrophomonas_sp._ERS6626727
uncultured Chryseobacterium sp.,ERS6626743,uncultured_Chryseobacterium_sp._ERS6626743.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626743
uncultured Sphingomonas sp.,ERS6626574,uncultured_Sphingomonas_sp._ERS6626574.fasta,158754,uncultured_Sphingomonas_sp._ERS6626574
uncultured Exiguobacterium sp.,ERS6626606,uncultured_Exiguobacterium_sp._ERS6626606.fasta,202669,uncultured_Exiguobacterium_sp._ERS6626606
uncultured Chryseobacterium sp.,ERS6626693,uncultured_Chryseobacterium_sp._ERS6626693.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626693
uncultured Comamonas sp.,ERS6626650,uncultured_Comamonas_sp._ERS6626650.fasta,114710,uncultured_Comamonas_sp._ERS6626650
uncultured Acinetobacter sp.,ERS6626637,uncultured_Acinetobacter_sp._ERS6626637.fasta,165433,uncultured_Acinetobacter_sp._ERS6626637
uncultured Xanthomonas sp.,ERS6626613,uncultured_Xanthomonas_sp._ERS6626613.fasta,152831,uncultured_Xanthomonas_sp._ERS6626613
Patescibacteria group bacterium,ERS6626570,Patescibacteria_group_bacterium_ERS6626570.fasta,2052139,Patescibacteria_group_bacterium_ERS6626570
uncultured Chryseobacterium sp.,ERS6626741,uncultured_Chryseobacterium_sp._ERS6626741.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626741
uncultured Acinetobacter sp.,ERS6626740,uncultured_Acinetobacter_sp._ERS6626740.fasta,165433,uncultured_Acinetobacter_sp._ERS6626740
uncultured Acidovorax sp.,ERS6626738,uncultured_Acidovorax_sp._ERS6626738.fasta,158751,uncultured_Acidovorax_sp._ERS6626738
uncultured Curtobacterium sp.,ERS6626562,uncultured_Curtobacterium_sp._ERS6626562.fasta,331964,uncultured_Curtobacterium_sp._ERS6626562
uncultured Myroides sp.,ERS6626694,uncultured_Myroides_sp._ERS6626694.fasta,332699,uncultured_Myroides_sp._ERS6626694
uncultured Acinetobacter sp.,ERS6626718,uncultured_Acinetobacter_sp._ERS6626718.fasta,165433,uncultured_Acinetobacter_sp._ERS6626718
uncultured Xanthomonas sp.,ERS6626730,uncultured_Xanthomonas_sp._ERS6626730.fasta,152831,uncultured_Xanthomonas_sp._ERS6626730
uncultured Microbacterium sp.,ERS6626604,uncultured_Microbacterium_sp._ERS6626604.fasta,191216,uncultured_Microbacterium_sp._ERS6626604
uncultured Hymenobacter sp.,ERS6626733,uncultured_Hymenobacter_sp._ERS6626733.fasta,170016,uncultured_Hymenobacter_sp._ERS6626733
Patescibacteria group bacterium,ERS6626572,Patescibacteria_group_bacterium_ERS6626572.fasta,2052139,Patescibacteria_group_bacterium_ERS6626572
uncultured Acidovorax sp.,ERS6626596,uncultured_Acidovorax_sp._ERS6626596.fasta,158751,uncultured_Acidovorax_sp._ERS6626596
uncultured Pseudacidovorax sp.,ERS6626577,uncultured_Pseudacidovorax_sp._ERS6626577.fasta,679313,uncultured_Pseudacidovorax_sp._ERS6626577
uncultured Sphingomonas sp.,ERS6626692,uncultured_Sphingomonas_sp._ERS6626692.fasta,158754,uncultured_Sphingomonas_sp._ERS6626692
uncultured Epilithonimonas sp.,ERS6626655,uncultured_Epilithonimonas_sp._ERS6626655.fasta,259322,uncultured_Epilithonimonas_sp._ERS6626655
uncultured Sphingomonas sp.,ERS6626680,uncultured_Sphingomonas_sp._ERS6626680.fasta,158754,uncultured_Sphingomonas_sp._ERS6626680
uncultured Sphingomonas sp.,ERS6626584,uncultured_Sphingomonas_sp._ERS6626584.fasta,158754,uncultured_Sphingomonas_sp._ERS6626584
uncultured Acidovorax sp.,ERS6626644,uncultured_Acidovorax_sp._ERS6626644.fasta,158751,uncultured_Acidovorax_sp._ERS6626644
uncultured Brevundimonas sp.,ERS6626729,uncultured_Brevundimonas_sp._ERS6626729.fasta,213418,uncultured_Brevundimonas_sp._ERS6626729
uncultured Brevundimonas sp.,ERS6626654,uncultured_Brevundimonas_sp._ERS6626654.fasta,213418,uncultured_Brevundimonas_sp._ERS6626654
uncultured Brevundimonas sp.,ERS6626699,uncultured_Brevundimonas_sp._ERS6626699.fasta,213418,uncultured_Brevundimonas_sp._ERS6626699
uncultured Pseudomonas sp.,ERS6626560,uncultured_Pseudomonas_sp._ERS6626560.fasta,114707,uncultured_Pseudomonas_sp._ERS6626560
uncultured Comamonas sp.,ERS6626645,uncultured_Comamonas_sp._ERS6626645.fasta,114710,uncultured_Comamonas_sp._ERS6626645
uncultured Pantoea sp.,ERS6626568,uncultured_Pantoea_sp._ERS6626568.fasta,218084,uncultured_Pantoea_sp._ERS6626568
uncultured Acidovorax sp.,ERS6626561,uncultured_Acidovorax_sp._ERS6626561.fasta,158751,uncultured_Acidovorax_sp._ERS6626561
uncultured Acinetobacter sp.,ERS6626717,uncultured_Acinetobacter_sp._ERS6626717.fasta,165433,uncultured_Acinetobacter_sp._ERS6626717
uncultured Paenibacillus sp.,ERS6626700,uncultured_Paenibacillus_sp._ERS6626700.fasta,227322,uncultured_Paenibacillus_sp._ERS6626700
uncultured Sphingomonas sp.,ERS6626658,uncultured_Sphingomonas_sp._ERS6626658.fasta,158754,uncultured_Sphingomonas_sp._ERS6626658
uncultured Pantoea sp.,ERS6626595,uncultured_Pantoea_sp._ERS6626595.fasta,218084,uncultured_Pantoea_sp._ERS6626595
uncultured Sphingomonas sp.,ERS6626653,uncultured_Sphingomonas_sp._ERS6626653.fasta,158754,uncultured_Sphingomonas_sp._ERS6626653
uncultured Pedobacter sp.,ERS6626667,uncultured_Pedobacter_sp._ERS6626667.fasta,246139,uncultured_Pedobacter_sp._ERS6626667
uncultured Pseudomonas sp.,ERS6626563,uncultured_Pseudomonas_sp._ERS6626563.fasta,114707,uncultured_Pseudomonas_sp._ERS6626563
uncultured Chryseobacterium sp.,ERS6626744,uncultured_Chryseobacterium_sp._ERS6626744.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626744
uncultured Enterobacter sp.,ERS6626683,uncultured_Enterobacter_sp._ERS6626683.fasta,238202,uncultured_Enterobacter_sp._ERS6626683
uncultured Acinetobacter sp.,ERS6626745,uncultured_Acinetobacter_sp._ERS6626745.fasta,165433,uncultured_Acinetobacter_sp._ERS6626745
uncultured Paenibacillus sp.,ERS6626585,uncultured_Paenibacillus_sp._ERS6626585.fasta,227322,uncultured_Paenibacillus_sp._ERS6626585
uncultured Microbacterium sp.,ERS6626603,uncultured_Microbacterium_sp._ERS6626603.fasta,191216,uncultured_Microbacterium_sp._ERS6626603
uncultured Pseudomonas sp.,ERS6626676,uncultured_Pseudomonas_sp._ERS6626676.fasta,114707,uncultured_Pseudomonas_sp._ERS6626676
uncultured Brevundimonas sp.,ERS6626728,uncultured_Brevundimonas_sp._ERS6626728.fasta,213418,uncultured_Brevundimonas_sp._ERS6626728
uncultured Sphingomonas sp.,ERS6626612,uncultured_Sphingomonas_sp._ERS6626612.fasta,158754,uncultured_Sphingomonas_sp._ERS6626612
uncultured Erwinia sp.,ERS6626641,uncultured_Erwinia_sp._ERS6626641.fasta,246798,uncultured_Erwinia_sp._ERS6626641
uncultured Agrobacterium sp.,ERS6626610,uncultured_Agrobacterium_sp._ERS6626610.fasta,157277,uncultured_Agrobacterium_sp._ERS6626610
uncultured Serratia sp.,ERS6626624,uncultured_Serratia_sp._ERS6626624.fasta,239175,uncultured_Serratia_sp._ERS6626624
uncultured Pelomonas sp.,ERS6626569,uncultured_Pelomonas_sp._ERS6626569.fasta,360909,uncultured_Pelomonas_sp._ERS6626569
uncultured Xanthomonas sp.,ERS6626725,uncultured_Xanthomonas_sp._ERS6626725.fasta,152831,uncultured_Xanthomonas_sp._ERS6626725
uncultured Acinetobacter sp.,ERS6626647,uncultured_Acinetobacter_sp._ERS6626647.fasta,165433,uncultured_Acinetobacter_sp._ERS6626647
uncultured Pseudomonas sp.,ERS6626626,uncultured_Pseudomonas_sp._ERS6626626.fasta,114707,uncultured_Pseudomonas_sp._ERS6626626
uncultured Erwinia sp.,ERS6626634,uncultured_Erwinia_sp._ERS6626634.fasta,246798,uncultured_Erwinia_sp._ERS6626634
uncultured Chryseobacterium sp.,ERS6626671,uncultured_Chryseobacterium_sp._ERS6626671.fasta,259322,uncultured_Chryseobacterium_sp._ERS6626671
uncultured Acinetobacter sp.,ERS6626746,uncultured_Acinetobacter_sp._ERS6626746.fasta,165433,uncultured_Acinetobacter_sp._ERS6626746
uncultured Acinetobacter sp.,ERS6626701,uncultured_Acinetobacter_sp._ERS6626701.fasta,165433,uncultured_Acinetobacter_sp._ERS6626701
uncultured Enterobacter sp.,ERS6626629,uncultured_Enterobacter_sp._ERS6626629.fasta,238202,uncultured_Enterobacter_sp._ERS6626629
uncultured Acinetobacter sp.,ERS6626567,uncultured_Acinetobacter_sp._ERS6626567.fasta,165433,uncultured_Acinetobacter_sp._ERS6626567
uncultured Sphingomonas sp.,ERS6626622,uncultured_Sphingomonas_sp._ERS6626622.fasta,158754,uncultured_Sphingomonas_sp._ERS6626622
uncultured Vagococcus sp.,ERS6626691,uncultured_Vagococcus_sp._ERS6626691.fasta,189676,uncultured_Vagococcus_sp._ERS6626691
uncultured Acinetobacter sp.,ERS6626625,uncultured_Acinetobacter_sp._ERS6626625.fasta,165433,uncultured_Acinetobacter_sp._ERS6626625
uncultured Pseudomonas sp.,ERS6626621,uncultured_Pseudomonas_sp._ERS6626621.fasta,114707,uncultured_Pseudomonas_sp._ERS6626621
uncultured Agrobacterium sp.,ERS6626670,uncultured_Agrobacterium_sp._ERS6626670.fasta,157277,uncultured_Agrobacterium_sp._ERS6626670
uncultured Ochrobactrum sp.,ERS6626652,uncultured_Ochrobactrum_sp._ERS6626652.fasta,267632,uncultured_Ochrobactrum_sp._ERS6626652
uncultured Acinetobacter sp.,ERS6626564,uncultured_Acinetobacter_sp._ERS6626564.fasta,165433,uncultured_Acinetobacter_sp._ERS6626564
uncultured Acinetobacter sp.,ERS6626600,uncultured_Acinetobacter_sp._ERS6626600.fasta,165433,uncultured_Acinetobacter_sp._ERS6626600
